CASE ID,CIGAGE,FIRSTCIGTRY,STATISTICS
47183,999,9,LOWRISK
47184,18,14,LOWRISK
47185,999,15,LOWRISK
47186,991,991,HIGHRISK
47187,16,13,LOWRISK
47188,16,16,HIGHRISK
47189,16,15,LOWRISK
47190,19,16,LOWRISK
47191,991,991,HIGHRISK
47192,991,991,HIGHRISK
47193,991,991,HIGHRISK
47194,999,13,LOWRISK
47195,999,18,LOWRISK
47196,999,18,LOWRISK
47197,991,991,HIGHRISK
47198,999,15,LOWRISK
47199,18,17,LOWRISK
47200,17,14,LOWRISK
47201,991,991,HIGHRISK
47202,16,15,LOWRISK
47203,999,15,LOWRISK
47204,991,991,HIGHRISK
47205,991,991,HIGHRISK
47206,22,16,LOWRISK
47207,991,991,HIGHRISK
47208,991,991,HIGHRISK
47209,999,18,LOWRISK
47210,991,991,HIGHRISK
47211,19,18,LOWRISK
47212,22,22,HIGHRISK
47213,991,991,HIGHRISK
47214,991,991,HIGHRISK
47215,991,991,HIGHRISK
47216,991,991,HIGHRISK
47217,991,991,HIGHRISK
47218,999,30,LOWRISK
47219,16,16,HIGHRISK
47220,991,991,HIGHRISK
47221,15,15,HIGHRISK
47222,991,991,HIGHRISK
47223,999,22,LOWRISK
47224,17,13,LOWRISK
47225,18,18,HIGHRISK
47226,16,14,LOWRISK
47227,991,991,HIGHRISK
47228,991,991,HIGHRISK
47229,16,16,HIGHRISK
47230,17,17,HIGHRISK
47231,991,991,HIGHRISK
47232,991,991,HIGHRISK
47233,999,15,LOWRISK
47234,991,991,HIGHRISK
47235,991,991,HIGHRISK
47236,13,11,LOWRISK
47237,991,991,HIGHRISK
47238,14,14,HIGHRISK
47239,991,991,HIGHRISK
47240,991,991,HIGHRISK
47241,991,991,HIGHRISK
47242,999,16,LOWRISK
47243,999,13,LOWRISK
47244,16,14,LOWRISK
47245,999,26,LOWRISK
47246,991,991,HIGHRISK
47247,991,991,HIGHRISK
47248,991,991,HIGHRISK
47249,18,16,LOWRISK
47250,17,16,LOWRISK
47251,12,8,LOWRISK
47252,999,16,LOWRISK
47253,991,991,HIGHRISK
47254,999,17,LOWRISK
47255,991,991,HIGHRISK
47256,16,15,LOWRISK
47257,18,18,HIGHRISK
47258,991,991,HIGHRISK
47259,15,14,LOWRISK
47260,21,16,LOWRISK
47261,991,991,HIGHRISK
47262,999,13,LOWRISK
47263,991,991,HIGHRISK
47264,14,13,LOWRISK
47265,991,991,HIGHRISK
47266,999,14,LOWRISK
47267,991,991,HIGHRISK
47268,999,18,LOWRISK
47269,27,27,HIGHRISK
47270,991,991,HIGHRISK
47271,999,7,LOWRISK
47272,18,18,HIGHRISK
47273,991,991,HIGHRISK
47274,999,22,LOWRISK
47275,999,19,LOWRISK
47276,991,991,HIGHRISK
47277,991,991,HIGHRISK
47278,15,13,LOWRISK
47279,999,17,LOWRISK
47280,15,15,HIGHRISK
47281,991,991,HIGHRISK
47282,999,12,LOWRISK
47283,991,991,HIGHRISK
47284,991,991,HIGHRISK
47285,999,15,LOWRISK
47286,999,20,LOWRISK
47287,999,30,LOWRISK
47288,991,991,HIGHRISK
47289,991,991,HIGHRISK
47290,991,991,HIGHRISK
47291,12,12,HIGHRISK
47292,991,991,HIGHRISK
47293,991,991,HIGHRISK
47294,991,991,HIGHRISK
47295,999,13,LOWRISK
47296,20,19,LOWRISK
47297,18,13,LOWRISK
47298,991,991,HIGHRISK
47299,991,991,HIGHRISK
47300,14,14,HIGHRISK
47301,999,11,LOWRISK
47302,999,15,LOWRISK
47303,991,991,HIGHRISK
47304,19,17,LOWRISK
47305,991,991,HIGHRISK
47306,18,15,LOWRISK
47307,15,12,LOWRISK
47308,18,15,LOWRISK
47309,991,991,HIGHRISK
47310,991,991,HIGHRISK
47311,999,15,LOWRISK
47312,14,12,LOWRISK
47313,991,991,HIGHRISK
47314,999,20,LOWRISK
47315,17,17,HIGHRISK
47316,16,8,LOWRISK
47317,991,991,HIGHRISK
47318,18,18,HIGHRISK
47319,991,991,HIGHRISK
47320,991,991,HIGHRISK
47321,999,15,LOWRISK
47322,18,16,LOWRISK
47323,25,18,LOWRISK
47324,999,18,LOWRISK
47325,999,18,LOWRISK
47326,19,17,LOWRISK
47327,991,991,HIGHRISK
47328,991,991,HIGHRISK
47329,991,991,HIGHRISK
47330,991,991,HIGHRISK
47331,991,991,HIGHRISK
47332,999,14,LOWRISK
47333,999,10,LOWRISK
47334,20,12,LOWRISK
47335,16,16,HIGHRISK
47336,17,15,LOWRISK
47337,18,15,LOWRISK
47338,991,991,HIGHRISK
47339,991,991,HIGHRISK
47340,15,14,LOWRISK
47341,16,14,LOWRISK
47342,991,991,HIGHRISK
47343,999,18,LOWRISK
47344,14,12,LOWRISK
47345,999,16,LOWRISK
47346,18,17,LOWRISK
47347,991,991,HIGHRISK
47348,23,10,LOWRISK
47349,991,991,HIGHRISK
47350,991,991,HIGHRISK
47351,991,991,HIGHRISK
47352,991,991,HIGHRISK
47353,999,15,LOWRISK
47354,991,991,HIGHRISK
47355,18,16,LOWRISK
47356,999,14,LOWRISK
47357,999,18,LOWRISK
47358,991,991,HIGHRISK
47359,991,991,HIGHRISK
47360,991,991,HIGHRISK
47361,13,12,LOWRISK
47362,999,14,LOWRISK
47363,20,15,LOWRISK
47364,18,14,LOWRISK
47365,18,18,HIGHRISK
47366,999,13,LOWRISK
47367,15,15,HIGHRISK
47368,16,16,HIGHRISK
47369,999,16,LOWRISK
47370,18,16,LOWRISK
47371,991,991,HIGHRISK
47372,17,15,LOWRISK
47373,991,991,HIGHRISK
47374,999,17,LOWRISK
47375,991,991,HIGHRISK
47376,999,12,LOWRISK
47377,19,14,LOWRISK
47378,991,991,HIGHRISK
47379,991,991,HIGHRISK
47380,991,991,HIGHRISK
47381,991,991,HIGHRISK
47382,25,25,HIGHRISK
47383,991,991,HIGHRISK
47384,991,991,HIGHRISK
47385,18,16,LOWRISK
47386,19,18,LOWRISK
47387,991,991,HIGHRISK
47388,999,22,LOWRISK
47389,991,991,HIGHRISK
47390,991,991,HIGHRISK
47391,999,17,LOWRISK
47392,991,991,HIGHRISK
47393,991,991,HIGHRISK
47394,991,991,HIGHRISK
47395,999,25,LOWRISK
47396,21,21,HIGHRISK
47397,999,21,LOWRISK
47398,999,14,LOWRISK
47399,999,17,LOWRISK
47400,991,991,HIGHRISK
47401,999,18,LOWRISK
47402,20,17,LOWRISK
47403,999,13,LOWRISK
47404,999,11,LOWRISK
47405,25,25,HIGHRISK
47406,991,991,HIGHRISK
47407,991,991,HIGHRISK
47408,999,14,LOWRISK
47409,991,991,HIGHRISK
47410,991,991,HIGHRISK
47411,991,991,HIGHRISK
47412,19,19,HIGHRISK
47413,991,991,HIGHRISK
47414,999,12,LOWRISK
47415,18,16,LOWRISK
47416,16,7,LOWRISK
47417,991,991,HIGHRISK
47418,991,991,HIGHRISK
47419,18,18,HIGHRISK
47420,991,991,HIGHRISK
47421,991,991,HIGHRISK
47422,35,13,LOWRISK
47423,18,16,LOWRISK
47424,16,14,LOWRISK
47425,991,991,HIGHRISK
47426,991,991,HIGHRISK
47427,991,991,HIGHRISK
47428,999,12,LOWRISK
47429,991,991,HIGHRISK
47430,999,994,LOWRISK
47431,18,18,HIGHRISK
47432,991,991,HIGHRISK
47433,999,18,LOWRISK
47434,991,991,HIGHRISK
47435,17,13,LOWRISK
47436,991,991,HIGHRISK
47437,991,991,HIGHRISK
47438,991,991,HIGHRISK
47439,999,25,LOWRISK
47440,16,16,HIGHRISK
47441,16,13,LOWRISK
47442,999,12,LOWRISK
47443,991,991,HIGHRISK
47444,999,19,LOWRISK
47445,999,16,LOWRISK
47446,991,991,HIGHRISK
47447,17,17,HIGHRISK
47448,15,14,LOWRISK
47449,18,14,LOWRISK
47450,991,991,HIGHRISK
47451,991,991,HIGHRISK
47452,15,15,HIGHRISK
47453,991,991,HIGHRISK
47454,14,14,HIGHRISK
47455,18,4,LOWRISK
47456,18,15,LOWRISK
47457,14,13,LOWRISK
47458,991,991,HIGHRISK
47459,18,18,HIGHRISK
47460,999,19,LOWRISK
47461,999,20,LOWRISK
47462,991,991,HIGHRISK
47463,18,12,LOWRISK
47464,17,11,LOWRISK
47465,999,19,LOWRISK
47466,991,991,HIGHRISK
47467,999,17,LOWRISK
47468,991,991,HIGHRISK
47469,991,991,HIGHRISK
47470,13,13,HIGHRISK
47471,17,15,LOWRISK
47472,991,991,HIGHRISK
47473,991,991,HIGHRISK
47474,999,20,LOWRISK
47475,26,22,LOWRISK
47476,991,991,HIGHRISK
47477,991,991,HIGHRISK
47478,17,9,LOWRISK
47479,991,991,HIGHRISK
47480,12,12,HIGHRISK
47481,991,991,HIGHRISK
47482,991,991,HIGHRISK
47483,16,16,HIGHRISK
47484,991,991,HIGHRISK
47485,999,21,LOWRISK
47486,12,12,HIGHRISK
47487,991,991,HIGHRISK
47488,991,991,HIGHRISK
47489,991,991,HIGHRISK
47490,991,991,HIGHRISK
47491,13,13,HIGHRISK
47492,994,994,HIGHRISK
47493,999,21,LOWRISK
47494,991,991,HIGHRISK
47495,991,991,HIGHRISK
47496,991,991,HIGHRISK
47497,991,991,HIGHRISK
47498,999,21,LOWRISK
47499,999,16,LOWRISK
47500,999,14,LOWRISK
47501,991,991,HIGHRISK
47502,991,991,HIGHRISK
47503,999,10,LOWRISK
47504,999,19,LOWRISK
47505,991,991,HIGHRISK
47506,991,991,HIGHRISK
47507,991,991,HIGHRISK
47508,991,991,HIGHRISK
47509,12,12,HIGHRISK
47510,991,991,HIGHRISK
47511,999,20,LOWRISK
47512,999,18,LOWRISK
47513,19,18,LOWRISK
47514,13,10,LOWRISK
47515,999,16,LOWRISK
47516,991,991,HIGHRISK
47517,991,991,HIGHRISK
47518,19,16,LOWRISK
47519,15,10,LOWRISK
47520,991,991,HIGHRISK
47521,21,18,LOWRISK
47522,999,16,LOWRISK
47523,18,14,LOWRISK
47524,991,991,HIGHRISK
47525,991,991,HIGHRISK
47526,16,10,LOWRISK
47527,999,16,LOWRISK
47528,999,17,LOWRISK
47529,18,16,LOWRISK
47530,991,991,HIGHRISK
47531,991,991,HIGHRISK
47532,991,991,HIGHRISK
47533,991,991,HIGHRISK
47534,991,991,HIGHRISK
47535,991,991,HIGHRISK
47536,18,14,LOWRISK
47537,991,991,HIGHRISK
47538,991,991,HIGHRISK
47539,991,991,HIGHRISK
47540,15,15,HIGHRISK
47541,991,991,HIGHRISK
47542,999,13,LOWRISK
47543,18,16,LOWRISK
47544,991,991,HIGHRISK
47545,999,15,LOWRISK
47546,999,15,LOWRISK
47547,999,13,LOWRISK
47548,999,9,LOWRISK
47549,999,17,LOWRISK
47550,999,19,LOWRISK
47551,991,991,HIGHRISK
47552,991,991,HIGHRISK
47553,991,991,HIGHRISK
47554,991,991,HIGHRISK
47555,999,10,LOWRISK
47556,991,991,HIGHRISK
47557,18,16,LOWRISK
47558,17,13,LOWRISK
47559,991,991,HIGHRISK
47560,999,18,LOWRISK
47561,15,14,LOWRISK
47562,991,991,HIGHRISK
47563,999,18,LOWRISK
47564,991,991,HIGHRISK
47565,991,991,HIGHRISK
47566,999,16,LOWRISK
47567,991,991,HIGHRISK
47568,25,18,LOWRISK
47569,991,991,HIGHRISK
47570,14,5,LOWRISK
47571,19,14,LOWRISK
47572,17,13,LOWRISK
47573,17,11,LOWRISK
47574,17,16,LOWRISK
47575,15,15,HIGHRISK
47576,991,991,HIGHRISK
47577,999,20,LOWRISK
47578,18,16,LOWRISK
47579,20,13,LOWRISK
47580,991,991,HIGHRISK
47581,21,17,LOWRISK
47582,999,19,LOWRISK
47583,991,991,HIGHRISK
47584,991,991,HIGHRISK
47585,999,21,LOWRISK
47586,991,991,HIGHRISK
47587,991,991,HIGHRISK
47588,991,991,HIGHRISK
47589,991,991,HIGHRISK
47590,20,16,LOWRISK
47591,991,991,HIGHRISK
47592,991,991,HIGHRISK
47593,24,21,LOWRISK
47594,17,15,LOWRISK
47595,999,14,LOWRISK
47596,999,18,LOWRISK
47597,991,991,HIGHRISK
47598,12,12,HIGHRISK
47599,999,20,LOWRISK
47600,999,12,LOWRISK
47601,12,12,HIGHRISK
47602,21,21,HIGHRISK
47603,999,15,LOWRISK
47604,991,991,HIGHRISK
47605,19,15,LOWRISK
47606,21,21,HIGHRISK
47607,999,18,LOWRISK
47608,991,991,HIGHRISK
47609,991,991,HIGHRISK
47610,991,991,HIGHRISK
47611,999,13,LOWRISK
47612,999,40,LOWRISK
47613,999,10,LOWRISK
47614,999,11,LOWRISK
47615,991,991,HIGHRISK
47616,999,16,LOWRISK
47617,991,991,HIGHRISK
47618,991,991,HIGHRISK
47619,19,17,LOWRISK
47620,18,17,LOWRISK
47621,999,11,LOWRISK
47622,991,991,HIGHRISK
47623,999,16,LOWRISK
47624,991,991,HIGHRISK
47625,999,13,LOWRISK
47626,991,991,HIGHRISK
47627,991,991,HIGHRISK
47628,991,991,HIGHRISK
47629,15,12,LOWRISK
47630,991,991,HIGHRISK
47631,991,991,HIGHRISK
47632,991,991,HIGHRISK
47633,991,991,HIGHRISK
47634,18,18,HIGHRISK
47635,991,991,HIGHRISK
47636,22,12,LOWRISK
47637,22,15,LOWRISK
47638,991,991,HIGHRISK
47639,991,991,HIGHRISK
47640,991,991,HIGHRISK
47641,999,25,LOWRISK
47642,19,19,HIGHRISK
47643,991,991,HIGHRISK
47644,18,16,LOWRISK
47645,18,15,LOWRISK
47646,991,991,HIGHRISK
47647,15,15,HIGHRISK
47648,991,991,HIGHRISK
47649,18,18,HIGHRISK
47650,16,14,LOWRISK
47651,991,991,HIGHRISK
47652,991,991,HIGHRISK
47653,999,16,LOWRISK
47654,999,18,LOWRISK
47655,18,15,LOWRISK
47656,999,17,LOWRISK
47657,19,18,LOWRISK
47658,999,10,LOWRISK
47659,991,991,HIGHRISK
47660,991,991,HIGHRISK
47661,999,21,LOWRISK
47662,991,991,HIGHRISK
47663,999,19,LOWRISK
47664,999,15,LOWRISK
47665,9,9,HIGHRISK
47666,991,991,HIGHRISK
47667,13,13,HIGHRISK
47668,991,991,HIGHRISK
47669,991,991,HIGHRISK
47670,20,14,LOWRISK
47671,12,12,HIGHRISK
47672,999,15,LOWRISK
47673,991,991,HIGHRISK
47674,991,991,HIGHRISK
47675,991,991,HIGHRISK
47676,991,991,HIGHRISK
47677,991,991,HIGHRISK
47678,991,991,HIGHRISK
47679,991,991,HIGHRISK
47680,12,12,HIGHRISK
47681,991,991,HIGHRISK
47682,991,991,HIGHRISK
47683,991,991,HIGHRISK
47684,14,14,HIGHRISK
47685,991,991,HIGHRISK
47686,26,26,HIGHRISK
47687,22,18,LOWRISK
47688,18,18,HIGHRISK
47689,999,14,LOWRISK
47690,991,991,HIGHRISK
47691,20,20,HIGHRISK
47692,991,991,HIGHRISK
47693,991,991,HIGHRISK
47694,991,991,HIGHRISK
47695,991,991,HIGHRISK
47696,999,12,LOWRISK
47697,991,991,HIGHRISK
47698,991,991,HIGHRISK
47699,999,20,LOWRISK
47700,15,14,LOWRISK
47701,15,14,LOWRISK
47702,991,991,HIGHRISK
47703,991,991,HIGHRISK
47704,15,13,LOWRISK
47705,991,991,HIGHRISK
47706,19,4,LOWRISK
47707,999,14,LOWRISK
47708,19,15,LOWRISK
47709,18,13,LOWRISK
47710,991,991,HIGHRISK
47711,991,991,HIGHRISK
47712,25,17,LOWRISK
47713,991,991,HIGHRISK
47714,999,18,LOWRISK
47715,991,991,HIGHRISK
47716,15,12,LOWRISK
47717,991,991,HIGHRISK
47718,999,18,LOWRISK
47719,999,16,LOWRISK
47720,991,991,HIGHRISK
47721,991,991,HIGHRISK
47722,999,17,LOWRISK
47723,999,29,LOWRISK
47724,991,991,HIGHRISK
47725,991,991,HIGHRISK
47726,991,991,HIGHRISK
47727,999,11,LOWRISK
47728,991,991,HIGHRISK
47729,991,991,HIGHRISK
47730,999,18,LOWRISK
47731,999,994,LOWRISK
47732,999,13,LOWRISK
47733,991,991,HIGHRISK
47734,999,17,LOWRISK
47735,999,5,LOWRISK
47736,991,991,HIGHRISK
47737,15,12,LOWRISK
47738,991,991,HIGHRISK
47739,991,991,HIGHRISK
47740,991,991,HIGHRISK
47741,991,991,HIGHRISK
47742,991,991,HIGHRISK
47743,18,16,LOWRISK
47744,991,991,HIGHRISK
47745,999,12,LOWRISK
47746,18,16,LOWRISK
47747,991,991,HIGHRISK
47748,991,991,HIGHRISK
47749,991,991,HIGHRISK
47750,991,991,HIGHRISK
47751,999,25,LOWRISK
47752,999,985,LOWRISK
47753,999,16,LOWRISK
47754,23,19,LOWRISK
47755,991,991,HIGHRISK
47756,991,991,HIGHRISK
47757,999,18,LOWRISK
47758,999,8,LOWRISK
47759,14,14,HIGHRISK
47760,999,19,LOWRISK
47761,991,991,HIGHRISK
47762,991,991,HIGHRISK
47763,16,16,HIGHRISK
47764,991,991,HIGHRISK
47765,999,19,LOWRISK
47766,18,16,LOWRISK
47767,991,991,HIGHRISK
47768,999,17,LOWRISK
47769,999,16,LOWRISK
47770,13,11,LOWRISK
47771,991,991,HIGHRISK
47772,999,6,LOWRISK
47773,999,14,LOWRISK
47774,999,17,LOWRISK
47775,999,13,LOWRISK
47776,15,10,LOWRISK
47777,991,991,HIGHRISK
47778,991,991,HIGHRISK
47779,15,15,HIGHRISK
47780,991,991,HIGHRISK
47781,991,991,HIGHRISK
47782,991,991,HIGHRISK
47783,991,991,HIGHRISK
47784,991,991,HIGHRISK
47785,13,11,LOWRISK
47786,991,991,HIGHRISK
47787,991,991,HIGHRISK
47788,991,991,HIGHRISK
47789,991,991,HIGHRISK
47790,991,991,HIGHRISK
47791,20,16,LOWRISK
47792,14,14,HIGHRISK
47793,991,991,HIGHRISK
47794,991,991,HIGHRISK
47795,999,18,LOWRISK
47796,16,15,LOWRISK
47797,991,991,HIGHRISK
47798,991,991,HIGHRISK
47799,991,991,HIGHRISK
47800,991,991,HIGHRISK
47801,18,14,LOWRISK
47802,991,991,HIGHRISK
47803,991,991,HIGHRISK
47804,17,12,LOWRISK
47805,999,17,LOWRISK
47806,991,991,HIGHRISK
47807,991,991,HIGHRISK
47808,999,17,LOWRISK
47809,991,991,HIGHRISK
47810,999,21,LOWRISK
47811,991,991,HIGHRISK
47812,991,991,HIGHRISK
47813,999,16,LOWRISK
47814,999,15,LOWRISK
47815,991,991,HIGHRISK
47816,991,991,HIGHRISK
47817,991,991,HIGHRISK
47818,991,991,HIGHRISK
47819,991,991,HIGHRISK
47820,999,14,LOWRISK
47821,999,12,LOWRISK
47822,991,991,HIGHRISK
47823,16,15,LOWRISK
47824,991,991,HIGHRISK
47825,991,991,HIGHRISK
47826,991,991,HIGHRISK
47827,991,991,HIGHRISK
47828,19,12,LOWRISK
47829,19,19,HIGHRISK
47830,999,11,LOWRISK
47831,21,17,LOWRISK
47832,991,991,HIGHRISK
47833,991,991,HIGHRISK
47834,991,991,HIGHRISK
47835,999,15,LOWRISK
47836,11,11,HIGHRISK
47837,991,991,HIGHRISK
47838,991,991,HIGHRISK
47839,18,15,LOWRISK
47840,991,991,HIGHRISK
47841,16,16,HIGHRISK
47842,991,991,HIGHRISK
47843,991,991,HIGHRISK
47844,991,991,HIGHRISK
47845,19,19,HIGHRISK
47846,18,13,LOWRISK
47847,20,19,LOWRISK
47848,991,991,HIGHRISK
47849,991,991,HIGHRISK
47850,991,991,HIGHRISK
47851,991,991,HIGHRISK
47852,17,16,LOWRISK
47853,991,991,HIGHRISK
47854,999,21,LOWRISK
47855,999,22,LOWRISK
47856,17,12,LOWRISK
47857,999,12,LOWRISK
47858,991,991,HIGHRISK
47859,991,991,HIGHRISK
47860,14,12,LOWRISK
47861,999,17,LOWRISK
47862,991,991,HIGHRISK
47863,20,18,LOWRISK
47864,15,12,LOWRISK
47865,999,19,LOWRISK
47866,991,991,HIGHRISK
47867,991,991,HIGHRISK
47868,11,11,HIGHRISK
47869,14,14,HIGHRISK
47870,991,991,HIGHRISK
47871,19,17,LOWRISK
47872,20,19,LOWRISK
47873,14,12,LOWRISK
47874,999,15,LOWRISK
47875,21,21,HIGHRISK
47876,991,991,HIGHRISK
47877,18,11,LOWRISK
47878,999,16,LOWRISK
47879,991,991,HIGHRISK
47880,991,991,HIGHRISK
47881,999,18,LOWRISK
47882,999,12,LOWRISK
47883,991,991,HIGHRISK
47884,991,991,HIGHRISK
47885,19,16,LOWRISK
47886,13,13,HIGHRISK
47887,991,991,HIGHRISK
47888,991,991,HIGHRISK
47889,999,18,LOWRISK
47890,999,16,LOWRISK
47891,18,16,LOWRISK
47892,18,13,LOWRISK
47893,991,991,HIGHRISK
47894,14,12,LOWRISK
47895,999,16,LOWRISK
47896,991,991,HIGHRISK
47897,991,991,HIGHRISK
47898,999,16,LOWRISK
47899,999,18,LOWRISK
47900,991,991,HIGHRISK
47901,17,17,HIGHRISK
47902,991,991,HIGHRISK
47903,15,10,LOWRISK
47904,12,10,LOWRISK
47905,991,991,HIGHRISK
47906,32,28,LOWRISK
47907,991,991,HIGHRISK
47908,991,991,HIGHRISK
47909,13,11,LOWRISK
47910,15,14,LOWRISK
47911,14,14,HIGHRISK
47912,999,15,LOWRISK
47913,991,991,HIGHRISK
47914,991,991,HIGHRISK
47915,991,991,HIGHRISK
47916,991,991,HIGHRISK
47917,18,15,LOWRISK
47918,15,14,LOWRISK
47919,991,991,HIGHRISK
47920,999,19,LOWRISK
47921,991,991,HIGHRISK
47922,20,18,LOWRISK
47923,991,991,HIGHRISK
47924,991,991,HIGHRISK
47925,991,991,HIGHRISK
47926,991,991,HIGHRISK
47927,991,991,HIGHRISK
47928,991,991,HIGHRISK
47929,991,991,HIGHRISK
47930,18,8,LOWRISK
47931,991,991,HIGHRISK
47932,991,991,HIGHRISK
47933,999,18,LOWRISK
47934,991,991,HIGHRISK
47935,999,19,LOWRISK
47936,16,15,LOWRISK
47937,21,9,LOWRISK
47938,991,991,HIGHRISK
47939,999,16,LOWRISK
47940,991,991,HIGHRISK
47941,999,17,LOWRISK
47942,991,991,HIGHRISK
47943,991,991,HIGHRISK
47944,991,991,HIGHRISK
47945,991,991,HIGHRISK
47946,991,991,HIGHRISK
47947,17,17,HIGHRISK
47948,15,15,HIGHRISK
47949,999,16,LOWRISK
47950,991,991,HIGHRISK
47951,20,18,LOWRISK
47952,21,21,HIGHRISK
47953,991,991,HIGHRISK
47954,999,18,LOWRISK
47955,19,13,LOWRISK
47956,991,991,HIGHRISK
47957,991,991,HIGHRISK
47958,999,18,LOWRISK
47959,18,18,HIGHRISK
47960,991,991,HIGHRISK
47961,991,991,HIGHRISK
47962,17,17,HIGHRISK
47963,16,15,LOWRISK
47964,991,991,HIGHRISK
47965,991,991,HIGHRISK
47966,991,991,HIGHRISK
47967,17,15,LOWRISK
47968,999,18,LOWRISK
47969,991,991,HIGHRISK
47970,999,21,LOWRISK
47971,991,991,HIGHRISK
47972,999,28,LOWRISK
47973,991,991,HIGHRISK
47974,991,991,HIGHRISK
47975,991,991,HIGHRISK
47976,991,991,HIGHRISK
47977,991,991,HIGHRISK
47978,30,16,LOWRISK
47979,991,991,HIGHRISK
47980,20,16,LOWRISK
47981,991,991,HIGHRISK
47982,14,13,LOWRISK
47983,991,991,HIGHRISK
47984,18,16,LOWRISK
47985,991,991,HIGHRISK
47986,991,991,HIGHRISK
47987,18,12,LOWRISK
47988,15,12,LOWRISK
47989,15,8,LOWRISK
47990,991,991,HIGHRISK
47991,991,991,HIGHRISK
47992,999,12,LOWRISK
47993,999,13,LOWRISK
47994,999,20,LOWRISK
47995,17,15,LOWRISK
47996,17,9,LOWRISK
47997,991,991,HIGHRISK
47998,999,21,LOWRISK
47999,991,991,HIGHRISK
48000,999,19,LOWRISK
48001,991,991,HIGHRISK
48002,999,16,LOWRISK
48003,991,991,HIGHRISK
48004,991,991,HIGHRISK
48005,994,14,LOWRISK
48006,991,991,HIGHRISK
48007,991,991,HIGHRISK
48008,999,16,LOWRISK
48009,991,991,HIGHRISK
48010,17,17,HIGHRISK
48011,991,991,HIGHRISK
48012,991,991,HIGHRISK
48013,991,991,HIGHRISK
48014,16,13,LOWRISK
48015,18,14,LOWRISK
48016,991,991,HIGHRISK
48017,991,991,HIGHRISK
48018,16,12,LOWRISK
48019,991,991,HIGHRISK
48020,991,991,HIGHRISK
48021,999,17,LOWRISK
48022,14,13,LOWRISK
48023,999,19,LOWRISK
48024,991,991,HIGHRISK
48025,18,12,LOWRISK
48026,991,991,HIGHRISK
48027,30,30,HIGHRISK
48028,991,991,HIGHRISK
48029,999,18,LOWRISK
48030,991,991,HIGHRISK
48031,991,991,HIGHRISK
48032,991,991,HIGHRISK
48033,999,18,LOWRISK
48034,991,991,HIGHRISK
48035,991,991,HIGHRISK
48036,999,17,LOWRISK
48037,999,16,LOWRISK
48038,12,9,LOWRISK
48039,999,17,LOWRISK
48040,24,17,LOWRISK
48041,998,15,LOWRISK
48042,991,991,HIGHRISK
48043,991,991,HIGHRISK
48044,991,991,HIGHRISK
48045,999,14,LOWRISK
48046,991,991,HIGHRISK
48047,999,15,LOWRISK
48048,999,22,LOWRISK
48049,991,991,HIGHRISK
48050,999,15,LOWRISK
48051,21,21,HIGHRISK
48052,991,991,HIGHRISK
48053,30,29,LOWRISK
48054,16,16,HIGHRISK
48055,19,15,LOWRISK
48056,991,991,HIGHRISK
48057,991,991,HIGHRISK
48058,991,991,HIGHRISK
48059,991,991,HIGHRISK
48060,991,991,HIGHRISK
48061,991,991,HIGHRISK
48062,991,991,HIGHRISK
48063,999,985,LOWRISK
48064,18,17,LOWRISK
48065,999,19,LOWRISK
48066,991,991,HIGHRISK
48067,16,16,HIGHRISK
48068,16,12,LOWRISK
48069,991,991,HIGHRISK
48070,14,13,LOWRISK
48071,999,11,LOWRISK
48072,999,16,LOWRISK
48073,991,991,HIGHRISK
48074,991,991,HIGHRISK
48075,14,14,HIGHRISK
48076,991,991,HIGHRISK
48077,999,14,LOWRISK
48078,991,991,HIGHRISK
48079,991,991,HIGHRISK
48080,991,991,HIGHRISK
48081,999,17,LOWRISK
48082,15,13,LOWRISK
48083,999,14,LOWRISK
48084,991,991,HIGHRISK
48085,16,16,HIGHRISK
48086,991,991,HIGHRISK
48087,991,991,HIGHRISK
48088,16,14,LOWRISK
48089,14,13,LOWRISK
48090,16,14,LOWRISK
48091,991,991,HIGHRISK
48092,999,17,LOWRISK
48093,991,991,HIGHRISK
48094,991,991,HIGHRISK
48095,991,991,HIGHRISK
48096,15,10,LOWRISK
48097,991,991,HIGHRISK
48098,22,14,LOWRISK
48099,20,18,LOWRISK
48100,20,15,LOWRISK
48101,999,15,LOWRISK
48102,999,18,LOWRISK
48103,991,991,HIGHRISK
48104,999,18,LOWRISK
48105,999,12,LOWRISK
48106,18,18,HIGHRISK
48107,991,991,HIGHRISK
48108,991,991,HIGHRISK
48109,13,10,LOWRISK
48110,15,15,HIGHRISK
48111,21,21,HIGHRISK
48112,20,20,HIGHRISK
48113,991,991,HIGHRISK
48114,999,14,LOWRISK
48115,18,12,LOWRISK
48116,991,991,HIGHRISK
48117,991,991,HIGHRISK
48118,991,991,HIGHRISK
48119,991,991,HIGHRISK
48120,991,991,HIGHRISK
48121,23,18,LOWRISK
48122,999,16,LOWRISK
48123,13,13,HIGHRISK
48124,18,14,LOWRISK
48125,999,21,LOWRISK
48126,991,991,HIGHRISK
48127,991,991,HIGHRISK
48128,999,18,LOWRISK
48129,999,16,LOWRISK
48130,999,985,LOWRISK
48131,991,991,HIGHRISK
48132,991,991,HIGHRISK
48133,999,14,LOWRISK
48134,991,991,HIGHRISK
48135,991,991,HIGHRISK
48136,999,14,LOWRISK
48137,999,14,LOWRISK
48138,999,19,LOWRISK
48139,991,991,HIGHRISK
48140,999,17,LOWRISK
48141,991,991,HIGHRISK
